servicerequestnum,code,codeDescription,address,city,state,zip,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate
13-00188656,RATRUBPR,SW-Rat Rubout - Proactive,1505 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188645,RATRUBPR,SW-Rat Rubout - Proactive,1233 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188641,RATRUBPR,SW-Rat Rubout - Proactive,1231 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188630,RATRUBPR,SW-Rat Rubout - Proactive,1227 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188619,RATRUBPR,SW-Rat Rubout - Proactive,1217 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188609,RATRUBPR,SW-Rat Rubout - Proactive,1211 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188607,RATRUBPR,SW-Rat Rubout - Proactive,1209 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188595,RATRUBPR,SW-Rat Rubout - Proactive,1201 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00190000,RATRUBPR,SW-Rat Rubout - Proactive,1626 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189996,RATRUBPR,SW-Rat Rubout - Proactive,1624 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189991,RATRUBPR,SW-Rat Rubout - Proactive,1620 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189986,RATRUBPR,SW-Rat Rubout - Proactive,1618 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189965,RATRUBPR,SW-Rat Rubout - Proactive,1608 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189961,RATRUBPR,SW-Rat Rubout - Proactive,1606 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189883,RATRUBPR,SW-Rat Rubout - Proactive,1800 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189874,RATRUBPR,SW-Rat Rubout - Proactive,1803 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189871,RATRUBPR,SW-Rat Rubout - Proactive,1805 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189832,RATRUBPR,SW-Rat Rubout - Proactive,1815 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189813,RATRUBPR,SW-Rat Rubout - Proactive,1823 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188659,RATRUBPR,SW-Rat Rubout - Proactive,1509 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188658,RATRUBPR,SW-Rat Rubout - Proactive,1507 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188656,RATRUBPR,SW-Rat Rubout - Proactive,1505 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188654,RATRUBPR,SW-Rat Rubout - Proactive,1503 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188632,RATRUBPR,SW-Rat Rubout - Proactive,1229 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188971,RATRUBPR,SW-Rat Rubout - Proactive,1608 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188630,RATRUBPR,SW-Rat Rubout - Proactive,1227 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188628,RATRUBPR,SW-Rat Rubout - Proactive,1225 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188981,RATRUBPR,SW-Rat Rubout - Proactive,1612 E LANVALE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188625,RATRUBPR,SW-Rat Rubout - Proactive,1221 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188622,RATRUBPR,SW-Rat Rubout - Proactive,1219 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188619,RATRUBPR,SW-Rat Rubout - Proactive,1217 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188616,RATRUBPR,SW-Rat Rubout - Proactive,1215 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188613,RATRUBPR,SW-Rat Rubout - Proactive,1213 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188609,RATRUBPR,SW-Rat Rubout - Proactive,1211 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188597,RATRUBPR,SW-Rat Rubout - Proactive,1203 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188923,RATRUBPR,SW-Rat Rubout - Proactive,1613 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188921,RATRUBPR,SW-Rat Rubout - Proactive,1611 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188917,RATRUBPR,SW-Rat Rubout - Proactive,1609 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188915,RATRUBPR,SW-Rat Rubout - Proactive,1607 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188879,RATRUBPR,SW-Rat Rubout - Proactive,1745 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188873,RATRUBPR,SW-Rat Rubout - Proactive,1741 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188872,RATRUBPR,SW-Rat Rubout - Proactive,1739 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188868,RATRUBPR,SW-Rat Rubout - Proactive,1735 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188861,RATRUBPR,SW-Rat Rubout - Proactive,1727 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188858,RATRUBPR,SW-Rat Rubout - Proactive,1723 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188857,RATRUBPR,SW-Rat Rubout - Proactive,1721 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188849,RATRUBPR,SW-Rat Rubout - Proactive,1713 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188848,RATRUBPR,SW-Rat Rubout - Proactive,1711 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188840,RATRUBPR,SW-Rat Rubout - Proactive,1707 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188838,RATRUBPR,SW-Rat Rubout - Proactive,1703 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188836,RATRUBPR,SW-Rat Rubout - Proactive,1701 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188829,RATRUBPR,SW-Rat Rubout - Proactive,1328 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188784,RATRUBPR,SW-Rat Rubout - Proactive,1530 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188779,RATRUBPR,SW-Rat Rubout - Proactive,1524 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188771,RATRUBPR,SW-Rat Rubout - Proactive,1516 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188770,RATRUBPR,SW-Rat Rubout - Proactive,1514 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188763,RATRUBPR,SW-Rat Rubout - Proactive,1512 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188761,RATRUBPR,SW-Rat Rubout - Proactive,1510 E BIDDLE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188746,RATRUBPR,SW-Rat Rubout - Proactive,1210 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188743,RATRUBPR,SW-Rat Rubout - Proactive,1208 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188739,RATRUBPR,SW-Rat Rubout - Proactive,1206 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188736,RATRUBPR,SW-Rat Rubout - Proactive,1202 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188719,RATRUBPR,SW-Rat Rubout - Proactive,1209 N DALLAS ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188715,RATRUBPR,SW-Rat Rubout - Proactive,1207 N DALLAS ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188700,RATRUBPR,SW-Rat Rubout - Proactive,1617 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188698,RATRUBPR,SW-Rat Rubout - Proactive,1615 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188670,RATRUBPR,SW-Rat Rubout - Proactive,1613 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188669,RATRUBPR,SW-Rat Rubout - Proactive,1611 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188661,RATRUBPR,SW-Rat Rubout - Proactive,1511 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188659,RATRUBPR,SW-Rat Rubout - Proactive,1509 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188654,RATRUBPR,SW-Rat Rubout - Proactive,1503 E PRESTON ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188652,RATRUBPR,SW-Rat Rubout - Proactive,1237 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188649,RATRUBPR,SW-Rat Rubout - Proactive,1235 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188632,RATRUBPR,SW-Rat Rubout - Proactive,1229 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188627,RATRUBPR,SW-Rat Rubout - Proactive,1223 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188625,RATRUBPR,SW-Rat Rubout - Proactive,1221 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188622,RATRUBPR,SW-Rat Rubout - Proactive,1219 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188607,RATRUBPR,SW-Rat Rubout - Proactive,1209 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188602,RATRUBPR,SW-Rat Rubout - Proactive,1207 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00188599,RATRUBPR,SW-Rat Rubout - Proactive,1205 N CAROLINE ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189995,RATRUBPR,SW-Rat Rubout - Proactive,1622 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189982,RATRUBPR,SW-Rat Rubout - Proactive,1616 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189975,RATRUBPR,SW-Rat Rubout - Proactive,1612 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189952,RATRUBPR,SW-Rat Rubout - Proactive,1602 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189916,RATRUBPR,SW-Rat Rubout - Proactive,1824 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189914,RATRUBPR,SW-Rat Rubout - Proactive,1812 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189888,RATRUBPR,SW-Rat Rubout - Proactive,1802 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189877,RATRUBPR,SW-Rat Rubout - Proactive,1801 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189874,RATRUBPR,SW-Rat Rubout - Proactive,1803 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189866,RATRUBPR,SW-Rat Rubout - Proactive,1807 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189829,RATRUBPR,SW-Rat Rubout - Proactive,1817 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189827,RATRUBPR,SW-Rat Rubout - Proactive,1819 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189812,RATRUBPR,SW-Rat Rubout - Proactive,1825 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189771,RATRUBPR,SW-Rat Rubout - Proactive,1833 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189769,RATRUBPR,SW-Rat Rubout - Proactive,1837 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189766,RATRUBPR,SW-Rat Rubout - Proactive,1839 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189679,RATRUBPR,SW-Rat Rubout - Proactive,1430 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189663,RATRUBPR,SW-Rat Rubout - Proactive,1428 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189660,RATRUBPR,SW-Rat Rubout - Proactive,1426 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189657,RATRUBPR,SW-Rat Rubout - Proactive,1424 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/19/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189652,RATRUBPR,SW-Rat Rubout - Proactive,1420 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189649,RATRUBPR,SW-Rat Rubout - Proactive,1416 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189648,RATRUBPR,SW-Rat Rubout - Proactive,1414 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189647,RATRUBPR,SW-Rat Rubout - Proactive,1412 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189629,RATRUBPR,SW-Rat Rubout - Proactive,1406 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189627,RATRUBPR,SW-Rat Rubout - Proactive,1402 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189624,RATRUBPR,SW-Rat Rubout - Proactive,1400 N BETHEL ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189618,RATRUBPR,SW-Rat Rubout - Proactive,1439 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
13-00189611,RATRUBPR,SW-Rat Rubout - Proactive,1431 N BOND ST ,BALTIMORE CITY,MD,21213,03/18/2013 07:00:00 AM +0000,03/23/2013,03/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,03/18/2013
