servicerequestnum,code,codeDescription,address,city,state,zip,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate
13-00354596,HLTHRATR,SW-Rat Rubout,304  MARYDELL RD ,BALTIMORE CITY,MD,21229,05/15/2013 12:47:38 AM +0000,05/29/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00354230,HCDRODEN,HCD-Rodents,2859  CHESTERFIELD AVE ,BALTIMORE CITY,MD,21213,05/14/2013 10:49:41 PM +0000,05/29/2013,05/14/2013,OPEN,,,
13-00354122,HCDRODEN,HCD-Rodents,1437 N LUZERNE AVE ,BALTIMORE CITY,MD,21213,05/14/2013 10:36:36 PM +0000,05/29/2013,05/16/2013,CLOSED,Dispatch Inspector,Work Order Outstanding Pending,05/16/2013
13-00353934,HLTHRATR,SW-Rat Rubout,1344  HOMESTEAD ST ,BALTIMORE CITY,MD,21218,05/14/2013 09:56:45 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00353907,HCDRODEN,HCD-Rodents,4135  AUDREY AVE ,BALTIMORE CITY,MD,21225,05/14/2013 09:52:02 PM +0000,05/29/2013,05/15/2013,CLOSED,Dispatch Inspector,Follow-up Required,05/15/2013
13-00353566,HLTHRATR,SW-Rat Rubout,3436  WOODSTOCK AVE ,BALTIMORE CITY,MD,21213,05/14/2013 08:59:54 PM +0000,05/28/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00353516,HLTHRATR,SW-Rat Rubout,1715 N CAROLINE ST ,BALTIMORE CITY,MD,21213,05/14/2013 08:50:21 PM +0000,05/28/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00353496,HLTHRATR,SW-Rat Rubout,302  HORNEL ST ,BALTIMORE CITY,MD,21224,05/14/2013 08:45:14 PM +0000,05/28/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00353261,HLTHRATR,SW-Rat Rubout,613 S ROBINSON ST ,BALTIMORE CITY,MD,21224,05/14/2013 07:57:00 PM +0000,05/28/2013,05/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00353168,HLTHRATR,SW-Rat Rubout,2715  NORLAND RD ,BALTIMORE CITY,MD,21230,05/14/2013 07:33:16 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00353106,HLTHRATR,SW-Rat Rubout,1313 N LAKEWOOD AVE ,BALTIMORE CITY,MD,21213,05/14/2013 07:20:33 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00353096,HCDRODEN,HCD-Rodents,1520  MADISON AVE ,BALTIMORE CITY,MD,21217,05/14/2013 07:16:42 PM +0000,05/29/2013,05/16/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,05/15/2013
13-00353004,HLTHRATR,SW-Rat Rubout,710 N KENWOOD AVE ,BALTIMORE CITY,MD,21205,05/14/2013 06:51:29 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00352754,HLTHRATR,SW-Rat Rubout,3012  ELIZABETH AVE ,BALTIMORE CITY,MD,21230,05/14/2013 06:02:31 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00352704,HLTHRATR,SW-Rat Rubout,2 S POTOMAC ST ,BALTIMORE CITY,MD,21224,05/14/2013 05:57:23 PM +0000,05/28/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00352551,HCDRODEN,HCD-Rodents,3217  THE ALAMEDA  ,BALTIMORE CITY,MD,21218,05/14/2013 05:38:17 PM +0000,05/29/2013,05/15/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,05/15/2013
13-00352326,HCDRODEN,HCD-Rodents,926  ASHBURTON ST ,BALTIMORE CITY,MD,21216,05/14/2013 05:01:13 PM +0000,05/29/2013,05/15/2013,CLOSED,Dispatch Inspector,Invalid Address,05/15/2013
13-00352296,HLTHRATR,SW-Rat Rubout,3052  BRIGHTON ST ,BALTIMORE CITY,MD,21216,05/14/2013 04:58:20 PM +0000,05/28/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00352172,HLTHRATR,SW-Rat Rubout,4120  SUNNYSIDE AVE ,BALTIMORE CITY,MD,21215,05/14/2013 04:40:07 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00352156,HLTHRATR,SW-Rat Rubout,5514  FRANKFORD AVE ,BALTIMORE CITY,MD,21206,05/14/2013 04:37:40 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00352130,HLTHRATR,SW-Rat Rubout,5512  FRANKFORD AVE ,BALTIMORE CITY,MD,21206,05/14/2013 04:32:58 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00351813,HLTHRATR,SW-Rat Rubout,2828  CLIFTON AVE ,BALTIMORE CITY,MD,21216,05/14/2013 03:12:00 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00351657,HCDRODEN,HCD-Rodents,6213  YORK RD ,BALTIMORE CITY,MD,21212,05/14/2013 01:54:57 PM +0000,05/29/2013,05/14/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,05/13/2013
13-00356308,RATRUBPR,SW-Rat Rubout - Proactive,2222 W FAYETTE ST ,BALTIMORE CITY,MD,21223,05/14/2013 07:00:00 AM +0000,05/19/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00356289,RATRUBPR,SW-Rat Rubout - Proactive,417 E FAYETTE ST ,BALTIMORE CITY,MD,21202,05/14/2013 07:00:00 AM +0000,05/19/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00356289,RATRUBPR,SW-Rat Rubout - Proactive,417 E FAYETTE ST ,BALTIMORE CITY,MD,21202,05/14/2013 07:00:00 AM +0000,05/19/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00356308,RATRUBPR,SW-Rat Rubout - Proactive,2222 W FAYETTE ST ,BALTIMORE CITY,MD,21223,05/14/2013 07:00:00 AM +0000,05/19/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00351422,HCDRODEN,HCD-Rodents,342  IMLA ST ,BALTIMORE CITY,MD,21224,05/14/2013 03:23:56 AM +0000,05/29/2013,05/15/2013,CLOSED,Dispatch Inspector,Referred to Another Agency,05/15/2013
13-00351243,HLTHRATR,SW-Rat Rubout,1209 N PARRISH ST ,BALTIMORE CITY,MD,21217,05/14/2013 01:28:16 AM +0000,05/28/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00351238,HLTHRATR,SW-Rat Rubout,1818 E 29TH ST ,BALTIMORE CITY,MD,21218,05/14/2013 01:25:46 AM +0000,05/28/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00351111,HCDRODEN,HCD-Rodents,2722  PARKWOOD AVE ,BALTIMORE CITY,MD,21217,05/14/2013 12:30:32 AM +0000,05/29/2013,05/14/2013,OPEN,,,
13-00349835,HCDRODEN,HCD-Rodents,1414  FILBERT ST ,BALTIMORE CITY,MD,21226,05/13/2013 08:18:06 PM +0000,05/28/2013,05/14/2013,DUPCLOSD,,,
13-00349823,HCDRODEN,HCD-Rodents,1414  ELMTREE ST ,BALTIMORE CITY,MD,21226,05/13/2013 08:15:28 PM +0000,05/28/2013,05/14/2013,CLOSED,Dispatch Inspector,Referred to Another Agency,05/14/2013
13-00349707,HLTHRATR,SW-Rat Rubout,1040  RADNOR AVE ,BALTIMORE CITY,MD,21212,05/13/2013 07:55:05 PM +0000,05/27/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00349701,HCDRODEN,HCD-Rodents,426  EVESHAM AVE ,BALTIMORE CITY,MD,21212,05/13/2013 07:53:53 PM +0000,05/28/2013,05/14/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,05/14/2013
13-00349508,HLTHRATR,SW-Rat Rubout,3821  SAINT MARGARET ST ,BALTIMORE CITY,MD,21225,05/13/2013 07:26:20 PM +0000,05/27/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00349424,HLTHRATR,SW-Rat Rubout,3711  WOODRIDGE RD ,BALTIMORE CITY,MD,21229,05/13/2013 07:09:17 PM +0000,05/27/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00349410,HLTHRATR,SW-Rat Rubout,1404  RIGGS AVE ,BALTIMORE CITY,MD,21217,05/13/2013 07:05:35 PM +0000,05/27/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00349130,HLTHRATR,SW-Rat Rubout,1830 N SPRING ST ,BALTIMORE CITY,MD,21213,05/13/2013 06:14:43 PM +0000,05/27/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00349058,HLTHRATR,SW-Rat Rubout,1648  BURNWOOD RD ,BALTIMORE CITY,MD,21239,05/13/2013 05:59:12 PM +0000,05/27/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00348953,HLTHRATR,SW-Rat Rubout,408 N ROBINSON ST ,BALTIMORE CITY,MD,21224,05/13/2013 05:40:43 PM +0000,05/27/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/15/2013
13-00348857,HCDRODEN,HCD-Rodents,1229  HULL ST ,BALTIMORE CITY,MD,21230,05/13/2013 05:31:25 PM +0000,05/28/2013,05/14/2013,CLOSED,Dispatch Inspector,No Cause For Action,05/14/2013
13-00348764,HCDRODEN,HCD-Rodents,1506 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 05:18:18 PM +0000,05/28/2013,05/16/2013,CLOSED,Dispatch Inspector,Citation Issued,05/16/2013
13-00348585,HCDRODEN,HCD-Rodents,2135  JEFFERSON ST ,BALTIMORE CITY,MD,21205,05/13/2013 04:44:11 PM +0000,05/28/2013,05/15/2013,CLOSED,Dispatch Inspector,Notice Issued,05/14/2013
13-00348408,HLTHRATR,SW-Rat Rubout,822 N CURLEY ST ,BALTIMORE CITY,MD,21205,05/13/2013 04:15:06 PM +0000,05/27/2013,05/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/16/2013
13-00348112,HLTHRATR,SW-Rat Rubout,1303  HULL ST ,BALTIMORE CITY,MD,21230,05/13/2013 03:26:15 PM +0000,05/27/2013,05/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/14/2013
13-00352690,RATRUBPR,SW-Rat Rubout - Proactive,1713 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352657,RATRUBPR,SW-Rat Rubout - Proactive,1703 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352635,RATRUBPR,SW-Rat Rubout - Proactive,11 W CROSS ST ,BALTIMORE CITY,MD,21230,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352632,RATRUBPR,SW-Rat Rubout - Proactive,1107 W CROSS ST ,BALTIMORE CITY,MD,21230,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365450,RATRUBPR,SW-Rat Rubout - Proactive,1738 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365446,RATRUBPR,SW-Rat Rubout - Proactive,1736 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365425,RATRUBPR,SW-Rat Rubout - Proactive,1726 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365345,RATRUBPR,SW-Rat Rubout - Proactive,1706 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365340,RATRUBPR,SW-Rat Rubout - Proactive,1704 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365425,RATRUBPR,SW-Rat Rubout - Proactive,1726 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365317,RATRUBPR,SW-Rat Rubout - Proactive,1700 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365255,RATRUBPR,SW-Rat Rubout - Proactive,2206  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352775,RATRUBPR,SW-Rat Rubout - Proactive,2211  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352772,RATRUBPR,SW-Rat Rubout - Proactive,2209  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352768,RATRUBPR,SW-Rat Rubout - Proactive,2205  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352765,RATRUBPR,SW-Rat Rubout - Proactive,2203  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352763,RATRUBPR,SW-Rat Rubout - Proactive,2201  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352738,RATRUBPR,SW-Rat Rubout - Proactive,1733 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365403,RATRUBPR,SW-Rat Rubout - Proactive,1720 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352709,RATRUBPR,SW-Rat Rubout - Proactive,1725 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352702,RATRUBPR,SW-Rat Rubout - Proactive,1721 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352700,RATRUBPR,SW-Rat Rubout - Proactive,1719 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352695,RATRUBPR,SW-Rat Rubout - Proactive,1715 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352662,RATRUBPR,SW-Rat Rubout - Proactive,1707 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352656,RATRUBPR,SW-Rat Rubout - Proactive,1701 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352639,RATRUBPR,SW-Rat Rubout - Proactive,1115 W CROSS ST ,BALTIMORE CITY,MD,21230,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352630,RATRUBPR,SW-Rat Rubout - Proactive,1107 W CROSS ST ,BALTIMORE CITY,MD,21230,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352713,RATRUBPR,SW-Rat Rubout - Proactive,1727 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365401,RATRUBPR,SW-Rat Rubout - Proactive,1718 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365371,RATRUBPR,SW-Rat Rubout - Proactive,1712 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365277,RATRUBPR,SW-Rat Rubout - Proactive,2208  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365255,RATRUBPR,SW-Rat Rubout - Proactive,2206  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365421,RATRUBPR,SW-Rat Rubout - Proactive,1724 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365249,RATRUBPR,SW-Rat Rubout - Proactive,2204  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352777,RATRUBPR,SW-Rat Rubout - Proactive,2213  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352771,RATRUBPR,SW-Rat Rubout - Proactive,2207  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352768,RATRUBPR,SW-Rat Rubout - Proactive,2205  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352749,RATRUBPR,SW-Rat Rubout - Proactive,1737 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352744,RATRUBPR,SW-Rat Rubout - Proactive,1735 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352743,RATRUBPR,SW-Rat Rubout - Proactive,1735 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352713,RATRUBPR,SW-Rat Rubout - Proactive,1727 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352709,RATRUBPR,SW-Rat Rubout - Proactive,1725 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352705,RATRUBPR,SW-Rat Rubout - Proactive,1723 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352700,RATRUBPR,SW-Rat Rubout - Proactive,1719 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352699,RATRUBPR,SW-Rat Rubout - Proactive,1717 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352772,RATRUBPR,SW-Rat Rubout - Proactive,2209  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352777,RATRUBPR,SW-Rat Rubout - Proactive,2213  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365277,RATRUBPR,SW-Rat Rubout - Proactive,2208  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365312,RATRUBPR,SW-Rat Rubout - Proactive,2212  PRESBURY ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365317,RATRUBPR,SW-Rat Rubout - Proactive,1700 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365320,RATRUBPR,SW-Rat Rubout - Proactive,1702 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365345,RATRUBPR,SW-Rat Rubout - Proactive,1706 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365371,RATRUBPR,SW-Rat Rubout - Proactive,1712 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365392,RATRUBPR,SW-Rat Rubout - Proactive,1716 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365401,RATRUBPR,SW-Rat Rubout - Proactive,1718 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365443,RATRUBPR,SW-Rat Rubout - Proactive,1734 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365446,RATRUBPR,SW-Rat Rubout - Proactive,1736 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00365450,RATRUBPR,SW-Rat Rubout - Proactive,1738 N SMALLWOOD ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352635,RATRUBPR,SW-Rat Rubout - Proactive,11 W CROSS ST ,BALTIMORE CITY,MD,21230,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352639,RATRUBPR,SW-Rat Rubout - Proactive,1115 W CROSS ST ,BALTIMORE CITY,MD,21230,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352660,RATRUBPR,SW-Rat Rubout - Proactive,1705 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352662,RATRUBPR,SW-Rat Rubout - Proactive,1707 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352664,RATRUBPR,SW-Rat Rubout - Proactive,1709 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352702,RATRUBPR,SW-Rat Rubout - Proactive,1721 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/13/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
13-00352743,RATRUBPR,SW-Rat Rubout - Proactive,1735 N BENTALOU ST ,BALTIMORE CITY,MD,21216,05/13/2013 07:00:00 AM +0000,05/18/2013,05/14/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,05/13/2013
