Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
,STATUS,,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,,,,CURRENT ACTIVITY,MOST RECENT ACTION,STREET ADDRESS,,,,,,,,,
01/21/2015,Completed,01/23/2015,15-00109384,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,5831 N ROCKWELL ST,60659,1157945.44389579,1938629.59461083,40,20,2,41.98735400786123,-87.69443511267714,"(41.98735400786123, -87.69443511267714)"
01/21/2015,Completed,01/23/2015,15-00111659,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,2168 W EASTWOOD AVE,60625,1161091.22090065,1930853.31443272,47,19,4,41.96595058760556,-87.68308192871996,"(41.96595058760556, -87.68308192871996)"
01/21/2015,Completed,01/26/2015,15-00108744,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,7039 S CLAREMONT AVE,60636,1161950.99790846,1857928.82121,17,8,66,41.76582094622963,-87.68195517117242,"(41.76582094622963, -87.68195517117242)"
01/21/2015,Completed - Dup,01/29/2015,15-00112627,Rodent Baiting/Rat Complaint,,,,,,2015 N KENMORE AVE,60614,1168977.91000205,1913572.6504914,43,18,7,41.91836379721507,-87.65458732287524,"(41.91836379721507, -87.65458732287524)"
01/21/2015,Completed,01/29/2015,15-00108511,Rodent Baiting/Rat Complaint,2,9,2,Dispatch Crew,Inspected and baited,937 W 34TH ST,60608,1170613.23302229,1882390.65909312,11,9,60,41.832762497825534,-87.64949183911155,"(41.832762497825534, -87.64949183911155)"
01/21/2015,Completed,01/29/2015,15-00108531,Rodent Baiting/Rat Complaint,2,9,2,Dispatch Crew,Inspected and baited,939 W 34TH ST,60608,1170599.83302229,1882390.25909312,11,9,60,41.83276169290039,-87.64954101739427,"(41.83276169290039, -87.64954101739427)"
01/21/2015,Completed,01/29/2015,15-00108611,Rodent Baiting/Rat Complaint,2,3,0,Dispatch Crew,Inspected and baited,1927 N CLEVELAND AVE,60614,1172623.96582547,1913093.56417751,43,18,7,41.916969195289305,-87.64120575530062,"(41.916969195289305, -87.64120575530062)"
01/21/2015,Completed,01/29/2015,15-00108920,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",600 W KEMPER PL,60614,1171875.0700015,1915874.60001207,43,18,7,41.92461704080153,-87.64387502442506,"(41.92461704080153, -87.64387502442506)"
01/21/2015,Completed,01/29/2015,15-00109018,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,1700 N WELLS ST,60614,1174389.25337477,1911619.16128603,43,18,7,41.91288409130936,-87.63476428378964,"(41.91288409130936, -87.63476428378964)"
01/21/2015,Completed,01/29/2015,15-00109071,Rodent Baiting/Rat Complaint,2,4,0,Dispatch Crew,Inspected and baited,1600 N MOHAWK ST,60614,1172363.98532302,1910938.63537073,43,18,7,41.91106171741325,-87.64222471071687,"(41.91106171741325, -87.64222471071687)"
01/21/2015,Completed,01/29/2015,15-00109102,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,200 W 33RD ST,60616,1175483.50083191,1883098.32588502,11,9,34,41.83459661275378,-87.6316009369444,"(41.83459661275378, -87.6316009369444)"
01/21/2015,Completed,01/29/2015,15-00109104,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",1350 N LAKE SHORE DR,60610,1176901.00042595,1909535.80013189,43,18,8,41.90711075333654,-87.62559998699474,"(41.90711075333654, -87.62559998699474)"
01/21/2015,Completed,01/29/2015,15-00109170,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,"Area inspected, no cause and no baiting",431 W 37TH PL,60609,1173865.00003394,1880062.89998461,11,9,60,41.82630326915867,-87.63762980884633,"(41.82630326915867, -87.63762980884633)"
01/21/2015,Completed,01/29/2015,15-00109435,Rodent Baiting/Rat Complaint,2,1,2,Dispatch Crew,Inspected and baited,2019 N HALSTED ST,60614,1170628.36502003,1913645.62042056,43,18,7,41.91852802569032,-87.6485213293341,"(41.91852802569032, -87.6485213293341)"
01/21/2015,Completed,01/29/2015,15-00109460,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",2700 N WILTON AVE,60614,1169488.50660955,1918124.55049597,43,19,7,41.93084333593551,-87.65257859417058,"(41.93084333593551, -87.65257859417058)"
01/21/2015,Completed,01/29/2015,15-00109515,Rodent Baiting/Rat Complaint,2,8,0,Dispatch Crew,Inspected and baited,2100 N BISSELL ST,60614,1169620.16888203,1914152.77962042,43,18,7,41.919941729337424,-87.65221070227648,"(41.919941729337424, -87.65221070227648)"
01/21/2015,Completed,01/29/2015,15-00110280,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",6119 N FRANCISCO AVE,60659,1155903.33390439,1940493.82231194,50,24,2,41.99251109149896,-87.70189553955439,"(41.99251109149896, -87.70189553955439)"
01/21/2015,Completed,01/29/2015,15-00110426,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,6831 W 64TH ST,60638,1131980.14750877,1861318.99242352,23,8,64,41.77569454905137,-87.79173241803306,"(41.77569454905137, -87.79173241803306)"
01/21/2015,Completed,01/29/2015,15-00110442,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,6828 W 64TH PL,60638,1132012.42257615,1860987.81756748,23,8,64,41.77478518341855,-87.79162174537124,"(41.77478518341855, -87.79162174537124)"
01/21/2015,Completed,01/29/2015,15-00110625,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",7018 W 64TH PL,60638,1130735.39318076,1860953.15510931,23,8,64,41.774712041507655,-87.7963040552456,"(41.774712041507655, -87.7963040552456)"
01/21/2015,Completed,01/29/2015,15-00110888,Rodent Baiting/Rat Complaint,6,3,6,Dispatch Crew,Inspected and baited,6228 N TALMAN AVE,60659,1157533.02892826,1941241.80266678,50,24,2,41.99453044999895,-87.69588047822532,"(41.99453044999895, -87.69588047822532)"
01/21/2015,Completed,01/29/2015,15-00110997,Rodent Baiting/Rat Complaint,5,5,7,Dispatch Crew,Inspected and baited,3521 N RETA AVE,60657,1169968.16008784,1923596.07573246,44,19,6,41.9458469711326,-87.65065586091652,"(41.9458469711326, -87.65065586091652)"
01/21/2015,Completed,01/29/2015,15-00111357,Rodent Baiting/Rat Complaint,6,9,8,Dispatch Crew,Inspected and baited,2928 N SEMINARY AVE,60657,1168442.31469025,1919714.31690052,44,19,6,41.935228461679536,-87.65637697941762,"(41.935228461679536, -87.65637697941762)"
01/21/2015,Completed,01/29/2015,15-00111391,Rodent Baiting/Rat Complaint,2,3,0,Dispatch Crew,Inspected and baited,2000 N RACINE AVE,60614,1167990.4220733,1913444.73009736,43,18,7,41.918034165390594,-87.65821910707878,"(41.918034165390594, -87.65821910707878)"
01/21/2015,Completed,01/29/2015,15-00111679,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",5301 S KILBOURN AVE,60632,1147261.91699603,1869089.16418159,23,8,62,41.796739392463,-87.7355119010984,"(41.796739392463, -87.7355119010984)"
01/21/2015,Completed,01/29/2015,15-00111781,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",1100 W DRUMMOND PL,60614,1168508.88090818,1917762.23996755,32,19,7,41.929870425053615,-87.65618900734854,"(41.929870425053615, -87.65618900734854)"
01/21/2015,Completed,01/29/2015,15-00112492,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,505 W DICKENS AVE,60614,1172534.46850382,1914236.16918124,43,18,7,41.920106538561214,-87.6415006998106,"(41.920106538561214, -87.6415006998106)"
01/21/2015,Completed,01/29/2015,15-00112534,Rodent Baiting/Rat Complaint,2,6,0,Dispatch Crew,Inspected and baited,2015 N KENMORE AVE,60614,1168977.91000205,1913572.6504914,43,18,7,41.91836379721507,-87.65458732287524,"(41.91836379721507, -87.65458732287524)"
01/21/2015,Completed,01/29/2015,15-00112799,Rodent Baiting/Rat Complaint,1,10,1,Dispatch Crew,Inspected and baited,5237 S KOLMAR AVE,60632,1146916.1589877,1869505.03008155,23,8,57,41.79788718497747,-87.73676926615298,"(41.79788718497747, -87.73676926615298)"
01/21/2015,Completed,01/29/2015,15-00112945,Rodent Baiting/Rat Complaint,2,3,0,Dispatch Crew,Inspected and baited,441 W WISCONSIN ST,60614,1172916.20161953,1912921.35728693,43,18,7,41.916490174731734,-87.64013720609364,"(41.916490174731734, -87.64013720609364)"
01/21/2015,Completed,01/29/2015,15-00113197,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,2001 N ORCHARD ST,60614,1171283.27001389,1913542.91001487,43,18,7,41.91823180762419,-87.6461181957512,"(41.91823180762419, -87.6461181957512)"
01/21/2015,Completed,01/29/2015,15-00113349,Rodent Baiting/Rat Complaint,1,3,3,Dispatch Crew,Inspected and baited,2743 N KENMORE AVE,60614,1168792.96020173,1918213.88552471,32,19,7,41.931103601413604,-87.65513196928376,"(41.931103601413604, -87.65513196928376)"
01/21/2015,Completed,01/29/2015,15-00113394,Rodent Baiting/Rat Complaint,1,3,3,Dispatch Crew,Inspected and baited,2640 N SHEFFIELD AVE,60614,1169170.32437943,1917720.56430567,32,19,7,41.92974170475785,-87.65375960659762,"(41.92974170475785, -87.65375960659762)"
01/21/2015,Completed,01/29/2015,15-00114064,Rodent Baiting/Rat Complaint,1,3,3,Dispatch Crew,Inspected and baited,2701 N KENMORE AVE,60614,1168806.96020173,1917800.88552471,32,19,7,41.92997000529075,-87.65509252805147,"(41.92997000529075, -87.65509252805147)"
01/21/2015,Completed,01/29/2015,15-00114123,Rodent Baiting/Rat Complaint,0,3,1,Dispatch Crew,"Area inspected, no cause and no baiting",2700 N RACINE AVE,60614,1167838.39452032,1918073.24060871,32,19,7,41.930738330780315,-87.65864386073893,"(41.930738330780315, -87.65864386073893)"
01/21/2015,Completed,01/29/2015,15-00115274,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",2344 W ROSCOE ST,60618,1160045.30283153,1922521.60249327,32,19,5,41.943109627430495,-87.68715855179612,"(41.943109627430495, -87.68715855179612)"
01/21/2015,Completed - Dup,01/30/2015,15-00114593,Rodent Baiting/Rat Complaint,,,,,,1140 N KEELER AVE,60651,1148169.1971811,1907376.95988145,37,11,23,41.90178868104925,-87.73120026974303,"(41.90178868104925, -87.73120026974303)"
01/21/2015,Completed,01/30/2015,15-00108113,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,922 N LAWNDALE AVE,60651,1151548.5007937,1905897.9464314,27,11,23,41.89766436467969,-87.71882649039846,"(41.89766436467969, -87.71882649039846)"
01/21/2015,Completed,01/30/2015,15-00108771,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,4333 W ADAMS ST,60624,1147536.74728207,1898659.54747428,28,11,26,41.87787929565829,-87.73374710368383,"(41.87787929565829, -87.73374710368383)"
01/21/2015,Completed,01/30/2015,15-00108817,Rodent Baiting/Rat Complaint,1,1,2,Dispatch Crew,Inspected and baited,2629 N MEADE AVE,60639,1135287.66241356,1916835.72892724,29,25,19,41.92798303789408,-87.7782916115393,"(41.92798303789408, -87.7782916115393)"
01/21/2015,Completed,01/30/2015,15-00108849,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",1244 E 70TH ST,60637,1185715.31542007,1858845.9198908,5,3,69,41.76781068678286,-87.594822739968,"(41.76781068678286, -87.594822739968)"
01/21/2015,Completed,01/30/2015,15-00108867,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",3948 N NORMANDY AVE,60634,1131011.95500396,1925439.9786172,38,16,17,41.9516689667275,-87.7938045442858,"(41.9516689667275, -87.7938045442858)"
01/21/2015,Completed,01/30/2015,15-00108874,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,"Area inspected, no cause and no baiting",5518 S STATE ST,60621,1177217.59349025,1868331.35047893,3,2,40,41.794035690157386,-87.62568433810618,"(41.794035690157386, -87.62568433810618)"
01/21/2015,Completed,01/30/2015,15-00109057,Rodent Baiting/Rat Complaint,1,0,0,Dispatch Crew,Inspected and baited,3540 W 83RD PL,60652,1154244.45950092,1848989.59388784,18,8,70,41.74144691958256,-87.7104397211666,"(41.74144691958256, -87.7104397211666)"
01/21/2015,Completed,01/30/2015,15-00109330,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,"Area inspected, no cause and no baiting",6300 W BERENICE AVE,60634,1133682.98647401,1924933.29870838,38,16,17,41.95023202257022,-87.78399762342248,"(41.95023202257022, -87.78399762342248)"
01/21/2015,Completed,01/30/2015,15-00109424,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",1145 W MORSE AVE,60626,1167141.54000399,1946224.10000585,49,24,1,42.00800025322596,-87.66039209054159,"(42.00800025322596, -87.66039209054159)"
01/21/2015,Completed,01/30/2015,15-00110150,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",4915 N HOYNE AVE,60625,1161459.94871359,1932628.08209516,47,20,4,41.970812944191835,-87.6816765550301,"(41.970812944191835, -87.6816765550301)"
01/21/2015,Completed,01/30/2015,15-00110199,Rodent Baiting/Rat Complaint,2,2,0,Dispatch Crew,Inspected and baited,6608 N ARTESIAN AVE,60645,1158786.40031467,1943788.48701318,50,24,2,42.00149295022696,-87.69119975294018,"(42.00149295022696, -87.69119975294018)"
01/21/2015,Completed,01/30/2015,15-00110200,Rodent Baiting/Rat Complaint,2,2,0,Dispatch Crew,Inspected and baited,6612 N ARTESIAN AVE,60645,1158785.60031467,1943815.38701318,50,24,2,42.00156678122932,-87.69120195384751,"(42.00156678122932, -87.69120195384751)"
01/21/2015,Completed,01/30/2015,15-00110509,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,"Area inspected, no cause and no baiting",1714 N TROY ST,60647,1155078.53848174,1911221.64357441,26,14,23,41.9122029494258,-87.70571793392932,"(41.9122029494258, -87.70571793392932)"
01/21/2015,Completed,01/30/2015,15-00110676,Rodent Baiting/Rat Complaint,1,0,9,Dispatch Crew,Inspected and baited,2132 N KEDZIE AVE,60647,1154690.58599707,1914167.73798049,26,14,22,41.92029506179603,-87.70706413514921,"(41.92029506179603, -87.70706413514921)"
01/21/2015,Completed,01/30/2015,15-00110874,Rodent Baiting/Rat Complaint,4,7,4,Dispatch Crew,Inspected and baited,5700 S ADA ST,60636,1168300.18929212,1866961.77598027,16,7,67,41.79047419495852,-87.65842334737678,"(41.79047419495852, -87.65842334737678)"
01/21/2015,Completed,01/30/2015,15-00110880,Rodent Baiting/Rat Complaint,4,3,4,Dispatch Crew,Inspected and baited,2707 W GLENLAKE AVE,60659,1157148.9389048,1940391.84880053,50,24,2,41.99220597783366,-87.69731655935419,"(41.99220597783366, -87.69731655935419)"
01/21/2015,Completed,01/30/2015,15-00110885,Rodent Baiting/Rat Complaint,4,3,4,Dispatch Crew,Inspected and baited,6054 N WASHTENAW AVE,60659,1157237.8389048,1940103.24880053,50,24,2,41.99141223489037,-87.69699744412648,"(41.99141223489037, -87.69699744412648)"
01/21/2015,Completed,01/30/2015,15-00110965,Rodent Baiting/Rat Complaint,5,10,5,Dispatch Crew,Inspected and baited,3238 W FULTON BLVD,60624,1154727.07552893,1901818.04059706,28,11,27,41.886405644055635,-87.70726122253474,"(41.886405644055635, -87.70726122253474)"
01/21/2015,Completed,01/30/2015,15-00111045,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",6720 S CREGIER AVE,60649,1189359.03011493,1860777.05499276,5,3,43,41.7730232511798,-87.58140520393066,"(41.7730232511798, -87.58140520393066)"
01/21/2015,Completed,01/30/2015,15-00111766,Rodent Baiting/Rat Complaint,1,6,3,Dispatch Crew,Inspected and baited,3000 W BELDEN AVE,60647,1155989.80677029,1915257.34690634,35,14,22,41.923258899582734,-87.70226107751624,"(41.923258899582734, -87.70226107751624)"
01/21/2015,Completed,01/30/2015,15-00112494,Rodent Baiting/Rat Complaint,1,0,0,Dispatch Crew,Inspected and baited,3014 W 87TH ST,60652,1157822.99610854,1846766.24311309,18,8,70,41.7352738512135,-87.69738821636281,"(41.7352738512135, -87.69738821636281)"
01/21/2015,Completed,01/30/2015,15-00112527,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,4606 N KEDVALE AVE,60630,1147910.30359402,1930137.89522831,39,17,14,41.964251694369516,-87.73156441434311,"(41.964251694369516, -87.73156441434311)"
01/21/2015,Completed,01/30/2015,15-00113248,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",5862 N KENMORE AVE,60660,1168183.56479762,1939114.96820773,48,20,77,41.98847013188753,-87.65676493403036,"(41.98847013188753, -87.65676493403036)"
01/21/2015,Completed,01/30/2015,15-00113333,Rodent Baiting/Rat Complaint,4,2,2,Dispatch Crew,Inspected and baited,2734 W GREENLEAF AVE,60645,1156865.49611133,1946654.11288482,50,24,2,42.00939564667841,-87.69818828415212,"(42.00939564667841, -87.69818828415212)"
01/21/2015,Completed,01/30/2015,15-00114020,Rodent Baiting/Rat Complaint,3,10,3,Dispatch Crew,Inspected and baited,3841 W ADAMS ST,60624,1150822.87730352,1898737.50068008,28,11,26,41.878029578061906,-87.72167910594075,"(41.878029578061906, -87.72167910594075)"
01/21/2015,Completed,01/30/2015,15-00114281,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",6041 N CLARK ST,60660,1164557.87587969,1940370.80177938,48,24,77,41.99199399698606,-87.67006476892153,"(41.99199399698606, -87.67006476892153)"
01/21/2015,Completed,01/30/2015,15-00114570,Rodent Baiting/Rat Complaint,3,5,6,Dispatch Crew,Inspected and baited,1140 N KEELER AVE,60651,1148169.1971811,1907376.95988145,37,11,23,41.90178868104925,-87.73120026974303,"(41.90178868104925, -87.73120026974303)"
01/21/2015,Completed,01/30/2015,15-00115111,Rodent Baiting/Rat Complaint,2,6,1,Dispatch Crew,Inspected and baited,2714 W LUNT AVE,60645,1156997.72308226,1946329.92042099,50,24,2,42.00850335828247,-87.69771063536761,"(42.00850335828247, -87.69771063536761)"
01/21/2015,Completed,02/02/2015,15-00107778,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,12344 S LOWE AVE,60628,1174190.51002497,1823020.99000804,34,5,53,41.66976582884581,-87.63812644784184,"(41.66976582884581, -87.63812644784184)"
01/21/2015,Completed,02/02/2015,15-00110419,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,6417 S ARTESIAN AVE,60629,1161143.52529335,1862036.30632884,15,8,66,41.77710920977273,-87.68480132072783,"(41.77710920977273, -87.68480132072783)"
01/21/2015,Completed,02/02/2015,15-00111725,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,Inspected and baited,10332 S UNION AVE,60628,1173465.28481687,1836350.32039581,34,22,49,41.70635962685426,-87.6403882669888,"(41.70635962685426, -87.6403882669888)"
01/21/2015,Completed,02/02/2015,15-00111797,Rodent Baiting/Rat Complaint,3,7,2,Dispatch Crew,Inspected and baited,2443 N CAMPBELL AVE,60647,1159287.738325,1916204.741425,1,14,22,41.92579137799611,-87.69011717118414,"(41.92579137799611, -87.69011717118414)"
01/21/2015,Completed,02/02/2015,15-00114404,Rodent Baiting/Rat Complaint,2,2,0,Dispatch Crew,Inspected and baited,7829 S WABASH AVE,60619,1178068.51208279,1853116.90082838,6,6,69,41.7522663694823,-87.6230248725253,"(41.7522663694823, -87.6230248725253)"
01/21/2015,Completed,02/02/2015,15-00115178,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,Inspected and baited,7242 S SEELEY AVE,60636,1163946.16549822,1856625.45608523,17,7,67,41.76220263574129,-87.6746787581231,"(41.76220263574129, -87.6746787581231)"
01/21/2015,Open,,15-00109276,Rodent Baiting/Rat Complaint,,,,,,6252 N NORDICA AVE,60631,1128582.53686642,1941315.34377458,41,16,10,41.99527422478099,-87.80237354126095,"(41.99527422478099, -87.80237354126095)"
01/21/2015,Open,,15-00109778,Rodent Baiting/Rat Complaint,,,,,,1745 S WOOD ST,60608,1164649.78779877,1891622.11799478,25,12,31,41.858222720412336,-87.67111149720775,"(41.858222720412336, -87.67111149720775)"
01/21/2015,Open,,15-00110148,Rodent Baiting/Rat Complaint,,,,,,4443 N TROY ST,60625,1154583.50157764,1929360.93659605,33,17,14,41.96198844390655,-87.7070497420101,"(41.96198844390655, -87.7070497420101)"
01/21/2015,Open,,15-00110520,Rodent Baiting/Rat Complaint,,,,,,3112 N NORDICA AVE,60634,1128664.64797866,1919956.55639045,36,25,18,41.936662038886034,-87.80255821113607,"(41.936662038886034, -87.80255821113607)"
01/21/2015,Open,,15-00112371,Rodent Baiting/Rat Complaint,,,,,,3533 W 60TH PL,60629,1153892.03973037,1864273.2680111,16,8,66,41.783394764323816,-87.71132605900567,"(41.783394764323816, -87.71132605900567)"
01/21/2015,Open,,15-00112516,Rodent Baiting/Rat Complaint,,,,,,3347 N ALBANY AVE,60618,1155128.28207324,1922028.69903063,33,17,21,41.941857355511054,-87.70524436712502,"(41.941857355511054, -87.70524436712502)"
01/21/2015,Open,,15-00112594,Rodent Baiting/Rat Complaint,,,,,,3226 N SACRAMENTO AVE,60618,1155815.7114872,1921287.82711961,33,17,21,41.939810501543725,-87.70273779522546,"(41.939810501543725, -87.70273779522546)"
01/21/2015,Open,,15-00112883,Rodent Baiting/Rat Complaint,,,,,,4244 N ALBANY AVE,60618,1154956.93697269,1928046.08472574,33,17,16,41.95837291033655,-87.7057121783488,"(41.95837291033655, -87.7057121783488)"
01/21/2015,Open,,15-00113389,Rodent Baiting/Rat Complaint,,,,,,2108 S MAY ST,60608,1169125.73849735,1890017.34951752,25,12,31,41.85372319259485,-87.65472857486705,"(41.85372319259485, -87.65472857486705)"
01/21/2015,Open,,15-00113429,Rodent Baiting/Rat Complaint,,,,,,2016 S MAY ST,60608,1169115.00558061,1890379.48992061,25,12,31,41.854717169535796,-87.65475746427828,"(41.854717169535796, -87.65475746427828)"
01/21/2015,Open,,15-00113784,Rodent Baiting/Rat Complaint,,,,,,2311 S WHIPPLE ST,60623,1156387.8400027,1888490.05991728,12,10,30,41.849798863838906,-87.70152269729113,"(41.849798863838906, -87.70152269729113)"
01/21/2015,Open,,15-00115387,Rodent Baiting/Rat Complaint,,,,,,4614 N LINDER AVE,60630,1138835.07489978,1930245.75676584,45,16,15,41.96471772621726,-87.764929210984,"(41.96471772621726, -87.764929210984)"
01/20/2015,Completed - Dup,01/22/2015,15-00102813,Rodent Baiting/Rat Complaint,,,,,,6335 N CLAREMONT AVE,60659,1159499.28778683,1942001.51633002,50,24,2,41.99657473986441,-87.6886266406199,"(41.99657473986441, -87.6886266406199)"
01/20/2015,Completed - Dup,01/22/2015,15-00105191,Rodent Baiting/Rat Complaint,,,,,,5447 S NEW ENGLAND AVE,60638,1131309.41938064,1867669.42089132,23,8,56,41.79313289625955,-87.79404528874375,"(41.79313289625955, -87.79404528874375)"
01/20/2015,Completed,01/22/2015,15-00098633,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3914 W VAN BUREN ST,60624,1150365.30339953,1897737.11541221,24,11,26,41.875293345285804,-87.72338532522679,"(41.875293345285804, -87.72338532522679)"
01/20/2015,Completed,01/22/2015,15-00099132,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,8421 W GREGORY ST,60656,1119061.23680399,1935765.89987476,41,16,76,41.980202591831116,-87.8375166598828,"(41.980202591831116, -87.8375166598828)"
01/20/2015,Completed,01/22/2015,15-00099368,Rodent Baiting/Rat Complaint,3,4,1,Dispatch Crew,Inspected and baited,2013 N LEAVITT ST,60647,1161374.31990723,1913402.22181549,32,14,22,41.91805786606659,-87.68252817848163,"(41.91805786606659, -87.68252817848163)"
01/20/2015,Completed,01/22/2015,15-00099770,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,4842 S CORNELL AVE,60615,1187634.905675,1872948.680775,4,2,39,41.80646431107023,-87.58733816435024,"(41.80646431107023, -87.58733816435024)"
01/20/2015,Completed,01/22/2015,15-00101487,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,6951 S YALE AVE,60621,1175822.2999811,1858805.39001408,6,7,69,41.76792684179708,-87.6310860464199,"(41.76792684179708, -87.6310860464199)"
01/20/2015,Completed,01/22/2015,15-00101954,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,4725 N KENNETH AVE,60630,1145608.1236292,1931023.35512156,45,17,16,41.96672552068465,-87.74000640307283,"(41.96672552068465, -87.74000640307283)"
01/20/2015,Completed,01/22/2015,15-00101961,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,6253 N LAWNDALE AVE,60659,1150578.55072698,1941244.03769879,50,17,13,41.99467579012943,-87.72146228167824,"(41.99467579012943, -87.72146228167824)"
01/20/2015,Completed,01/22/2015,15-00101997,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,6512 N FAIRFIELD AVE,60645,1156812.52980452,1943093.33517323,50,24,2,41.999625817844674,-87.69848031108548,"(41.999625817844674, -87.69848031108548)"
01/20/2015,Completed,01/22/2015,15-00102333,Rodent Baiting/Rat Complaint,4,0,4,Dispatch Crew,Inspected and baited,3055 N LAKEWOOD AVE,60657,1167104.55136808,1920488.80706893,32,19,6,41.93738258235888,-87.66127097903397,"(41.93738258235888, -87.66127097903397)"
01/20/2015,Completed,01/22/2015,15-00103681,Rodent Baiting/Rat Complaint,6,3,7,Dispatch Crew,Inspected and baited,3546 S LOWE AVE,60609,1172546.60400763,1881345.4636335,11,9,60,41.829851934706504,-87.64242886366613,"(41.829851934706504, -87.64242886366613)"
01/20/2015,Completed,01/23/2015,15-00098674,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,2247 N SPAULDING AVE,60647,1153781.09733153,1914742.56919892,26,14,22,41.92189062403224,-87.71039043902955,"(41.92189062403224, -87.71039043902955)"
01/20/2015,Completed,01/23/2015,15-00098960,Rodent Baiting/Rat Complaint,0,0,4,Dispatch Crew,Inspected and baited,936 W MARGATE TER,60640,1169229.72916937,1933281.88237975,48,20,3,41.972441262423985,-87.65308744166288,"(41.972441262423985, -87.65308744166288)"
01/20/2015,Completed,01/23/2015,15-00099164,Rodent Baiting/Rat Complaint,4,4,5,Dispatch Crew,Inspected and baited,3242 W DIVISION ST,60651,1154526.74069413,1907798.90387224,26,14,23,41.90282170978199,-87.70783678649343,"(41.90282170978199, -87.70783678649343)"
01/20/2015,Completed,01/23/2015,15-00102939,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,3045 N HAMLIN AVE,60618,1150865.84115,1920050.42235,30,25,21,41.936513438462754,-87.72096267819684,"(41.936513438462754, -87.72096267819684)"
01/20/2015,Completed,01/23/2015,15-00102968,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,6335 N CLAREMONT AVE,60659,1159499.28778683,1942001.51633002,50,24,2,41.99657473986441,-87.6886266406199,"(41.99657473986441, -87.6886266406199)"
